Customer ID,Company Size,Industry,Subscription Tier,Acquisition Channel,MRR,CAC,Tenure Months,Support Tickets,Churned
CUST-01171,SMB,Finance,Pro,LinkedIn,197.81,452.48,6,0,0
CUST-01172,Enterprise,Real Estate,Pro,Paid Ads,232.98,798.69,42,0,0
CUST-01173,SMB,Real Estate,Basic,Direct Sales,47.46,178.65,17,3,0
CUST-01174,Startup,Education,Pro,Referral,190.5,624.39,55,2,0
CUST-01175,SMB,Finance,Basic,Paid Ads,51.73,154.12,31,1,0
CUST-01176,SMB,Finance,Pro,Organic Search,219.25,860.11,42,3,0
CUST-01177,Mid-Market,Healthcare,Pro,LinkedIn,181.75,364.63,53,2,0
CUST-01178,Startup,Healthcare,Pro,Paid Ads,192.3,943.08,10,0,0
CUST-01179,Mid-Market,Education,Basic,Referral,50.8,136.97,46,5,0
CUST-01180,SMB,E-commerce,Basic,Paid Ads,48.97,232.67,20,3,0
CUST-01181,Enterprise,Technology,Basic,Organic Search,54.58,127.01,49,5,0
CUST-01182,Startup,E-commerce,Pro,Direct Sales,209.62,568.96,9,0,0
CUST-01183,SMB,E-commerce,Basic,LinkedIn,46.46,125.66,15,1,0
CUST-01184,Enterprise,Finance,Enterprise,Referral,1167.17,5822.38,39,4,1
CUST-01185,Startup,Technology,Enterprise,LinkedIn,986.88,1987.38,2,0,0
CUST-01186,Enterprise,Finance,Pro,LinkedIn,222.75,872.94,4,0,0
CUST-01187,SMB,Technology,Enterprise,LinkedIn,1132.84,5221.33,52,6,0
CUST-01188,Startup,Real Estate,Basic,Paid Ads,58.26,234.02,24,2,1
CUST-01189,Startup,Finance,Basic,Paid Ads,51.43,158.83,18,2,0
CUST-01190,SMB,Finance,Basic,Direct Sales,53.15,259.1,11,1,0
CUST-01191,Startup,Finance,Pro,Organic Search,199.09,931.85,37,4,1
CUST-01192,SMB,Education,Basic,Referral,54.07,178.53,26,2,0
CUST-01193,Startup,Finance,Enterprise,Paid Ads,1037.98,3861.27,8,0,0
CUST-01194,SMB,Healthcare,Basic,LinkedIn,50.53,247.73,22,3,0
CUST-01195,Startup,Healthcare,Basic,Organic Search,56.68,280.43,52,7,0
CUST-01196,Mid-Market,Technology,Pro,Referral,182.1,609.94,5,1,0
CUST-01197,Enterprise,Real Estate,Basic,Referral,57.06,259.17,2,0,0
CUST-01198,Enterprise,Education,Basic,Referral,56.63,164.56,5,2,0
CUST-01199,SMB,Technology,Pro,Referral,209.33,652.15,35,3,0
CUST-01200,Startup,Healthcare,Basic,Direct Sales,51.31,127.99,32,0,0
CUST-01201,Mid-Market,Education,Basic,Referral,49.42,129.85,44,2,1
CUST-01202,Startup,Education,Basic,Organic Search,58.71,233.12,19,2,1
CUST-01203,Startup,Real Estate,Basic,Paid Ads,45.73,161.53,39,1,0
CUST-01204,Startup,Education,Enterprise,Organic Search,1075.99,2898.07,51,4,0
CUST-01205,SMB,Finance,Pro,LinkedIn,219.8,705.28,4,1,0
CUST-01206,Mid-Market,Education,Basic,Direct Sales,57.83,180.4,23,4,0
CUST-01207,SMB,Real Estate,Basic,Direct Sales,55.57,275.74,46,3,0
CUST-01208,SMB,Technology,Basic,LinkedIn,53.56,244.27,19,1,0
CUST-01209,Startup,Real Estate,Enterprise,Organic Search,934.11,2955.43,26,3,0
CUST-01210,Enterprise,Real Estate,Basic,Organic Search,49.59,235.14,58,1,0
CUST-01211,SMB,Healthcare,Basic,LinkedIn,46.14,139.71,50,4,0
CUST-01212,SMB,Finance,Pro,Referral,231.71,927.7,26,5,0
CUST-01213,Startup,Healthcare,Enterprise,Referral,1123.76,5506.37,7,1,1
CUST-01214,Mid-Market,Technology,Basic,Paid Ads,55.24,175.16,32,2,0
CUST-01215,SMB,E-commerce,Basic,Organic Search,53.69,216.89,47,7,0
CUST-01216,Startup,Technology,Basic,Organic Search,51.55,148.86,53,4,0
CUST-01217,Startup,Finance,Basic,LinkedIn,46.3,129.59,33,9,0
CUST-01218,SMB,Education,Pro,LinkedIn,198.78,739.95,44,8,0
CUST-01219,SMB,Real Estate,Pro,Referral,187.27,924.7,26,4,0
CUST-01220,Startup,E-commerce,Pro,Organic Search,222.38,747.06,24,2,0
CUST-01221,Enterprise,Finance,Basic,Organic Search,46.46,223.61,51,5,0
CUST-01222,Startup,Healthcare,Basic,Direct Sales,54.42,258.12,59,7,0
CUST-01223,SMB,Real Estate,Basic,Paid Ads,54.28,149.88,23,1,0
CUST-01224,Enterprise,Technology,Basic,Paid Ads,50.85,163.0,38,3,1
CUST-01225,SMB,Healthcare,Pro,Referral,187.17,735.56,26,4,0
CUST-01226,SMB,Finance,Basic,Organic Search,48.73,173.19,45,2,0
CUST-01227,Startup,Finance,Basic,Direct Sales,48.81,111.67,31,8,1
CUST-01228,Startup,Technology,Basic,Organic Search,54.4,270.97,6,0,0
CUST-01229,Enterprise,E-commerce,Basic,LinkedIn,45.77,194.89,45,5,0
CUST-01230,SMB,Technology,Basic,Referral,56.29,186.49,31,5,0
CUST-01231,Mid-Market,Education,Pro,Paid Ads,224.53,865.45,47,6,0
CUST-01232,Startup,Healthcare,Basic,Organic Search,46.84,105.99,48,5,1
CUST-01233,Startup,E-commerce,Pro,Referral,222.03,773.98,40,6,0
CUST-01234,Startup,Real Estate,Basic,Paid Ads,53.93,258.46,45,4,0
CUST-01235,SMB,Education,Basic,Organic Search,55.1,258.41,45,8,0
CUST-01236,Startup,E-commerce,Enterprise,Direct Sales,955.72,2878.76,52,9,0
CUST-01237,Mid-Market,Healthcare,Basic,Referral,46.42,166.84,52,5,0
CUST-01238,SMB,Finance,Pro,Organic Search,193.22,790.69,12,2,0
CUST-01239,Enterprise,Real Estate,Basic,Paid Ads,49.48,149.43,51,3,0
CUST-01240,Startup,Technology,Pro,Paid Ads,226.48,497.04,17,1,0
CUST-01241,Mid-Market,Healthcare,Pro,Direct Sales,223.15,784.67,26,10,0
CUST-01242,Mid-Market,Education,Enterprise,Referral,1176.46,4476.32,3,0,0
CUST-01243,Mid-Market,Education,Pro,Referral,182.6,368.4,15,3,0
CUST-01244,Mid-Market,Finance,Pro,Organic Search,179.79,411.13,49,5,0
CUST-01245,Mid-Market,Finance,Basic,Paid Ads,54.38,142.58,38,2,1
CUST-01246,SMB,Real Estate,Pro,Paid Ads,195.77,595.95,24,2,0
CUST-01247,Startup,Technology,Pro,Direct Sales,199.04,721.15,51,5,0
CUST-01248,Startup,Real Estate,Basic,Direct Sales,52.14,150.24,30,6,1
CUST-01249,Enterprise,Finance,Basic,Referral,45.61,129.01,44,5,1
CUST-01250,SMB,Finance,Pro,Paid Ads,217.47,1002.11,36,3,1
CUST-01251,Mid-Market,Education,Basic,Organic Search,48.88,119.03,53,5,0
CUST-01252,SMB,Finance,Basic,LinkedIn,53.4,186.17,55,6,0
CUST-01253,Startup,E-commerce,Enterprise,Organic Search,1149.05,5582.63,44,5,0
CUST-01254,Startup,Healthcare,Basic,Direct Sales,46.62,180.65,27,1,0
CUST-01255,SMB,Finance,Basic,Organic Search,57.78,239.88,22,2,0
CUST-01256,SMB,Real Estate,Pro,Paid Ads,210.78,694.25,2,0,0
CUST-01257,Startup,Technology,Basic,Referral,57.67,118.79,7,0,0
CUST-01258,SMB,Technology,Pro,LinkedIn,191.5,754.2,16,0,0
CUST-01259,Startup,Technology,Basic,Referral,52.99,206.44,24,5,1
CUST-01260,SMB,E-commerce,Basic,LinkedIn,50.04,116.66,30,2,0
CUST-01261,Startup,Real Estate,Basic,LinkedIn,55.48,187.88,44,5,0
CUST-01262,Mid-Market,E-commerce,Enterprise,Paid Ads,1080.69,5128.94,48,3,1
CUST-01263,Startup,Finance,Basic,Paid Ads,51.37,134.35,46,6,0
CUST-01264,SMB,Healthcare,Basic,Direct Sales,57.52,194.61,1,1,0
CUST-01265,Startup,Technology,Basic,Direct Sales,49.64,167.95,54,7,0
CUST-01266,Startup,Real Estate,Basic,LinkedIn,47.33,209.78,27,1,1
CUST-01267,Startup,Technology,Basic,Direct Sales,53.04,237.29,9,0,0
CUST-01268,SMB,E-commerce,Basic,Paid Ads,53.27,227.88,7,0,0
CUST-01269,SMB,Education,Pro,Direct Sales,205.31,635.71,5,0,1
CUST-01270,Startup,Finance,Basic,LinkedIn,51.25,113.58,30,4,1
CUST-01271,SMB,Healthcare,Pro,Referral,236.39,720.62,42,6,0
CUST-01272,Mid-Market,Finance,Pro,Organic Search,222.84,900.13,27,5,0
CUST-01273,Mid-Market,Education,Basic,Direct Sales,45.73,187.87,10,0,1
CUST-01274,Startup,Healthcare,Basic,Paid Ads,47.22,231.14,25,2,1
CUST-01275,SMB,Education,Pro,Referral,237.34,797.68,18,1,0
CUST-01276,Startup,Finance,Pro,Paid Ads,222.47,867.03,7,1,0
CUST-01277,Startup,E-commerce,Basic,Direct Sales,57.55,208.19,57,5,0
CUST-01278,Enterprise,Finance,Enterprise,LinkedIn,990.17,2427.75,31,3,0
CUST-01279,Startup,Finance,Basic,Organic Search,55.01,186.13,32,3,0
CUST-01280,SMB,Finance,Basic,Organic Search,54.6,198.44,50,7,0
CUST-01281,SMB,Real Estate,Basic,Referral,48.43,234.99,45,6,1
CUST-01282,SMB,Education,Enterprise,Organic Search,1064.18,3298.55,11,2,0
CUST-01283,SMB,Education,Pro,LinkedIn,216.56,1069.87,10,0,0
CUST-01284,Startup,Technology,Pro,Paid Ads,207.82,753.74,22,1,1
CUST-01285,Startup,Education,Basic,LinkedIn,56.26,153.44,31,2,1
CUST-01286,SMB,Technology,Basic,Referral,56.34,145.08,41,5,0
CUST-01287,Startup,Real Estate,Basic,Referral,56.6,137.26,47,9,0
CUST-01288,Startup,E-commerce,Pro,Organic Search,227.06,762.65,14,4,0
CUST-01289,Startup,Technology,Basic,LinkedIn,51.27,105.91,3,1,1
CUST-01290,Startup,Finance,Basic,Paid Ads,49.71,165.79,24,3,0
CUST-01291,Startup,E-commerce,Basic,LinkedIn,56.32,279.64,14,0,0
CUST-01292,Startup,Real Estate,Enterprise,Paid Ads,1046.01,4194.84,53,6,0
CUST-01293,SMB,Education,Basic,Paid Ads,47.72,204.21,16,2,0
CUST-01294,SMB,Technology,Basic,LinkedIn,51.56,121.53,55,7,1
CUST-01295,Mid-Market,Finance,Basic,Direct Sales,46.19,157.94,28,2,0
CUST-01296,Startup,Healthcare,Enterprise,LinkedIn,1106.38,3162.77,35,2,0
CUST-01297,Startup,Healthcare,Enterprise,Paid Ads,999.78,4681.26,40,7,0
CUST-01298,Startup,E-commerce,Pro,Referral,194.66,495.19,2,0,1
CUST-01299,SMB,Education,Basic,Referral,58.16,196.36,56,5,0
CUST-01300,SMB,Healthcare,Basic,Organic Search,55.52,208.99,34,2,1
CUST-01301,Startup,E-commerce,Enterprise,Referral,1134.98,4020.24,55,10,0
CUST-01302,Enterprise,Real Estate,Basic,Direct Sales,53.27,239.22,18,3,0
CUST-01303,Startup,E-commerce,Basic,Paid Ads,56.44,152.07,7,1,0
CUST-01304,SMB,E-commerce,Basic,LinkedIn,55.26,173.08,49,3,0
CUST-01305,SMB,E-commerce,Enterprise,LinkedIn,1078.55,4720.01,38,3,0
CUST-01306,Mid-Market,Finance,Basic,Direct Sales,58.23,208.71,42,6,0
CUST-01307,SMB,E-commerce,Pro,Referral,190.54,610.94,7,0,0
CUST-01308,Mid-Market,Technology,Pro,Paid Ads,235.42,491.63,4,1,0
CUST-01309,Startup,E-commerce,Basic,Referral,50.0,213.01,43,2,0
CUST-01310,Mid-Market,Finance,Basic,Organic Search,51.87,255.02,16,0,0
CUST-01311,Startup,Finance,Enterprise,Referral,935.88,3613.3,59,3,0
CUST-01312,Mid-Market,Real Estate,Enterprise,Organic Search,1060.97,4848.23,49,2,0
CUST-01313,SMB,Education,Pro,LinkedIn,215.59,765.48,6,2,0
CUST-01314,Mid-Market,Healthcare,Pro,Paid Ads,238.66,643.2,20,2,0
CUST-01315,SMB,Healthcare,Basic,Organic Search,58.44,119.41,31,5,0
CUST-01316,SMB,E-commerce,Enterprise,Referral,1188.73,4707.6,19,1,0
CUST-01317,SMB,Real Estate,Basic,Referral,49.22,171.25,52,1,0
CUST-01318,SMB,E-commerce,Pro,LinkedIn,238.28,1035.64,22,3,0
CUST-01319,Startup,Healthcare,Enterprise,Direct Sales,1035.61,4229.48,21,0,1
CUST-01320,Startup,Finance,Pro,Direct Sales,229.95,1141.44,18,5,1
CUST-01321,Startup,Education,Pro,Referral,192.01,677.98,32,1,0
CUST-01322,Startup,Real Estate,Pro,Direct Sales,209.3,686.82,47,4,0
CUST-01323,Mid-Market,Finance,Basic,Paid Ads,58.3,166.75,34,5,0
CUST-01324,Startup,Education,Pro,Direct Sales,235.64,808.38,51,7,0
CUST-01325,Enterprise,Real Estate,Basic,Paid Ads,54.15,250.1,27,1,0
CUST-01326,Startup,Real Estate,Pro,Referral,226.73,482.33,38,1,0
CUST-01327,Startup,Healthcare,Basic,Referral,46.69,230.35,44,5,0
CUST-01328,Mid-Market,Finance,Basic,Referral,54.71,272.45,30,0,0
CUST-01329,SMB,Real Estate,Pro,LinkedIn,216.0,819.39,33,0,0
CUST-01330,SMB,Technology,Enterprise,Direct Sales,926.54,2774.65,27,2,0
CUST-01331,SMB,Real Estate,Basic,Organic Search,45.76,122.14,55,3,0
CUST-01332,SMB,Education,Pro,Organic Search,185.57,525.06,56,5,0
CUST-01333,Startup,Healthcare,Pro,Referral,222.34,478.1,23,3,0
CUST-01334,Enterprise,E-commerce,Enterprise,Direct Sales,941.57,3225.19,43,3,0
CUST-01335,Enterprise,Healthcare,Basic,Paid Ads,50.98,110.73,19,1,0
CUST-01336,SMB,E-commerce,Pro,Organic Search,200.41,832.79,54,3,0
CUST-01337,Startup,Finance,Enterprise,Referral,1064.09,3315.48,31,1,0
CUST-01338,SMB,Finance,Basic,Organic Search,54.49,141.57,4,0,0
CUST-01339,Startup,Real Estate,Enterprise,Organic Search,1104.31,4013.68,53,6,0
CUST-01340,Startup,Technology,Enterprise,Organic Search,1053.6,5185.06,19,2,1
CUST-01341,Startup,Finance,Enterprise,Referral,1038.26,4241.7,53,6,0
CUST-01342,SMB,Real Estate,Basic,Referral,49.95,173.59,38,1,0
CUST-01343,Mid-Market,Healthcare,Basic,LinkedIn,56.77,245.86,40,7,1
CUST-01344,SMB,Finance,Enterprise,LinkedIn,998.26,4205.1,22,5,0
CUST-01345,SMB,Healthcare,Basic,LinkedIn,47.91,223.99,9,0,0
CUST-01346,SMB,Healthcare,Pro,Organic Search,223.48,584.18,31,2,0
CUST-01347,Startup,Technology,Basic,Direct Sales,49.39,226.04,10,1,0
CUST-01348,Startup,Finance,Basic,Referral,56.55,164.17,10,4,0
CUST-01349,Enterprise,Healthcare,Basic,LinkedIn,48.92,235.94,30,2,0
CUST-01350,Startup,Technology,Pro,Direct Sales,221.01,628.37,10,1,0
CUST-01351,Mid-Market,Technology,Basic,LinkedIn,44.76,213.98,58,4,0
CUST-01352,SMB,Finance,Pro,LinkedIn,202.12,988.64,36,5,0
CUST-01353,SMB,Technology,Pro,Direct Sales,199.59,486.3,18,1,0
CUST-01354,SMB,Finance,Pro,LinkedIn,227.86,1121.87,44,4,0
CUST-01355,SMB,Finance,Pro,Organic Search,236.83,534.57,57,9,1
CUST-01356,Mid-Market,E-commerce,Basic,Organic Search,50.87,135.1,43,2,0
CUST-01357,Enterprise,Healthcare,Basic,Organic Search,56.23,187.39,48,6,1
CUST-01358,SMB,Education,Basic,Paid Ads,54.39,270.91,19,6,1
CUST-01359,Startup,Finance,Pro,LinkedIn,236.85,820.85,43,6,1
CUST-01360,SMB,Healthcare,Pro,Paid Ads,227.52,830.73,23,3,0
CUST-01361,Enterprise,Technology,Basic,Referral,45.24,184.73,4,0,0
CUST-01362,Startup,Real Estate,Basic,Direct Sales,54.59,267.76,12,2,0
CUST-01363,SMB,Finance,Pro,Referral,211.07,918.17,49,8,0
CUST-01364,SMB,Technology,Basic,Paid Ads,44.34,118.5,24,4,0
CUST-01365,SMB,Technology,Enterprise,Organic Search,974.42,2834.56,13,0,0
CUST-01366,Startup,Technology,Basic,LinkedIn,57.65,132.18,4,1,0
CUST-01367,SMB,Technology,Enterprise,LinkedIn,1176.64,4628.15,27,3,0
CUST-01368,Enterprise,Technology,Basic,Organic Search,55.84,141.96,38,3,0
CUST-01369,Startup,Finance,Basic,LinkedIn,58.53,162.26,39,3,0
CUST-01370,Startup,Education,Basic,Direct Sales,55.96,261.02,8,1,0
CUST-01371,Enterprise,E-commerce,Basic,Direct Sales,44.25,131.88,26,2,0
CUST-01372,Startup,Technology,Basic,Direct Sales,48.33,178.82,34,5,0
CUST-01373,Mid-Market,Technology,Basic,Referral,44.55,142.23,9,1,0
CUST-01374,SMB,E-commerce,Pro,Organic Search,184.72,410.47,10,0,0
CUST-01375,Startup,Finance,Basic,Direct Sales,47.32,146.15,51,5,0
CUST-01376,Mid-Market,Healthcare,Pro,Paid Ads,209.16,674.37,1,0,0
CUST-01377,SMB,Real Estate,Basic,Direct Sales,56.56,265.1,48,1,1
CUST-01378,SMB,Real Estate,Enterprise,Referral,1157.43,3441.45,50,10,0
CUST-01379,Startup,Healthcare,Pro,Paid Ads,215.89,677.4,8,1,1
CUST-01380,SMB,Finance,Basic,Organic Search,57.74,251.09,10,2,1
CUST-01381,Startup,Real Estate,Basic,Organic Search,51.45,220.04,54,6,0
CUST-01382,Startup,E-commerce,Basic,Direct Sales,57.17,251.25,43,4,0
CUST-01383,Enterprise,Healthcare,Basic,Paid Ads,50.77,246.81,49,3,1
CUST-01384,Startup,Education,Pro,Paid Ads,195.65,858.25,59,8,1
CUST-01385,SMB,Finance,Pro,Direct Sales,233.81,753.53,25,2,1
CUST-01386,Startup,Healthcare,Enterprise,Direct Sales,1015.36,4533.1,31,2,0
CUST-01387,Mid-Market,Real Estate,Pro,LinkedIn,209.15,737.47,39,3,0
CUST-01388,Startup,Finance,Enterprise,LinkedIn,997.66,2826.51,58,9,1
CUST-01389,Enterprise,E-commerce,Enterprise,Direct Sales,1097.75,3193.08,59,3,0
CUST-01390,SMB,Finance,Enterprise,Referral,1197.31,3198.65,3,1,0
CUST-01391,Startup,Finance,Basic,LinkedIn,44.48,108.31,39,4,0
CUST-01392,Startup,E-commerce,Basic,Direct Sales,57.33,146.39,38,7,1
CUST-01393,Startup,Technology,Basic,Paid Ads,44.16,96.69,35,2,1
CUST-01394,SMB,E-commerce,Pro,LinkedIn,200.84,936.99,8,0,0
CUST-01395,Startup,Finance,Basic,Referral,46.58,223.26,1,0,0
CUST-01396,Mid-Market,E-commerce,Basic,Organic Search,55.23,207.68,5,0,0
CUST-01397,SMB,Technology,Basic,Paid Ads,44.84,202.74,56,8,0
CUST-01398,Startup,Healthcare,Basic,Referral,52.24,133.25,51,4,0
CUST-01399,SMB,E-commerce,Pro,Referral,196.71,925.52,27,1,0
CUST-01400,SMB,E-commerce,Basic,Referral,46.06,162.09,45,4,1
CUST-01401,Startup,Finance,Pro,Paid Ads,225.18,495.73,26,1,0
CUST-01402,Startup,Healthcare,Pro,Referral,192.08,465.59,43,3,0
CUST-01403,Startup,Education,Basic,Organic Search,47.39,138.71,54,2,1
CUST-01404,SMB,Education,Pro,LinkedIn,195.52,416.59,26,4,0
CUST-01405,SMB,Real Estate,Pro,Paid Ads,214.13,626.95,11,1,0
CUST-01406,SMB,E-commerce,Basic,Referral,53.8,117.27,34,2,1
CUST-01407,Mid-Market,E-commerce,Basic,Direct Sales,44.36,120.13,41,0,0
CUST-01408,Mid-Market,Healthcare,Basic,LinkedIn,47.66,133.31,2,0,0
CUST-01409,SMB,Technology,Pro,Paid Ads,204.83,1020.69,21,4,0
CUST-01410,Mid-Market,Education,Pro,Direct Sales,198.92,538.4,51,4,0
CUST-01411,Startup,Real Estate,Basic,Direct Sales,57.1,155.17,26,2,1
CUST-01412,Startup,Healthcare,Basic,Referral,55.68,226.08,12,2,0
CUST-01413,Startup,E-commerce,Basic,Paid Ads,53.3,244.01,9,1,0
CUST-01414,Startup,Education,Pro,Referral,199.28,629.96,41,1,0
CUST-01415,SMB,Real Estate,Basic,Organic Search,54.4,251.7,23,2,0
CUST-01416,Enterprise,Finance,Pro,Direct Sales,229.47,693.1,42,2,0
CUST-01417,Startup,Education,Basic,Organic Search,52.84,136.91,5,0,0
CUST-01418,Startup,Real Estate,Pro,Referral,225.93,675.29,9,0,0
CUST-01419,SMB,Healthcare,Pro,LinkedIn,223.82,856.8,55,8,0
CUST-01420,Enterprise,Finance,Pro,Direct Sales,213.23,661.32,50,2,0
CUST-01421,Startup,Real Estate,Basic,LinkedIn,48.69,195.67,10,0,1
CUST-01422,SMB,Real Estate,Pro,Paid Ads,223.62,606.19,49,7,0
CUST-01423,Startup,E-commerce,Basic,Direct Sales,47.14,193.41,58,7,0
CUST-01424,Startup,Technology,Basic,Organic Search,55.56,169.03,10,4,1
CUST-01425,Enterprise,Education,Pro,LinkedIn,227.13,764.88,14,0,0
CUST-01426,Enterprise,E-commerce,Pro,Paid Ads,228.18,838.16,36,2,0
CUST-01427,Startup,Finance,Pro,Direct Sales,207.33,841.49,10,1,0
CUST-01428,Enterprise,Technology,Basic,Paid Ads,46.93,127.47,56,4,0
CUST-01429,SMB,Real Estate,Pro,Organic Search,185.05,834.18,54,5,0
CUST-01430,Mid-Market,E-commerce,Pro,Direct Sales,223.48,930.91,50,6,1
CUST-01431,SMB,Technology,Enterprise,Paid Ads,1164.71,3147.39,37,3,0
CUST-01432,SMB,Education,Pro,Referral,217.96,1073.44,41,6,0
CUST-01433,SMB,Finance,Pro,Direct Sales,187.71,749.79,38,4,0
CUST-01434,SMB,Healthcare,Basic,Direct Sales,57.84,194.19,48,3,0
CUST-01435,Startup,E-commerce,Pro,Direct Sales,238.15,588.85,22,3,0
CUST-01436,Startup,Finance,Pro,Direct Sales,204.97,737.82,23,2,1
CUST-01437,Startup,Healthcare,Enterprise,Referral,1077.37,2687.31,16,2,0
CUST-01438,SMB,E-commerce,Basic,Organic Search,55.53,182.61,11,2,0
CUST-01439,Startup,Finance,Basic,Referral,54.92,177.18,53,6,1
CUST-01440,SMB,Finance,Basic,Referral,58.33,242.64,47,4,0
CUST-01441,Enterprise,Technology,Pro,Paid Ads,185.96,479.25,51,5,0
CUST-01442,Startup,E-commerce,Enterprise,LinkedIn,1073.14,4792.23,35,3,0
CUST-01443,SMB,Finance,Basic,LinkedIn,54.27,161.64,48,4,1
CUST-01444,SMB,Real Estate,Pro,Paid Ads,232.24,773.82,53,4,0
CUST-01445,Mid-Market,E-commerce,Pro,Referral,231.28,998.44,20,2,1
CUST-01446,Startup,Finance,Pro,Paid Ads,237.49,920.55,37,4,0
CUST-01447,SMB,Technology,Basic,Direct Sales,51.63,150.97,41,4,0
CUST-01448,Mid-Market,Healthcare,Pro,Paid Ads,228.7,722.37,5,1,0
CUST-01449,Enterprise,Healthcare,Basic,Paid Ads,50.38,146.98,36,1,0
CUST-01450,SMB,Real Estate,Pro,Direct Sales,204.31,773.17,13,1,0
CUST-01451,SMB,E-commerce,Basic,LinkedIn,47.82,143.36,52,5,0
CUST-01452,SMB,Technology,Basic,Direct Sales,56.13,234.46,17,3,0
CUST-01453,Mid-Market,Finance,Pro,Organic Search,237.95,889.78,26,3,0
CUST-01454,SMB,Finance,Basic,Paid Ads,47.87,116.66,52,4,0
CUST-01455,Startup,Healthcare,Basic,Paid Ads,44.93,131.68,44,1,0
CUST-01456,Enterprise,Technology,Pro,LinkedIn,227.79,606.91,52,5,1
CUST-01457,SMB,Real Estate,Pro,Referral,216.13,685.34,57,5,0
CUST-01458,SMB,Healthcare,Pro,Direct Sales,236.39,838.7,59,6,0
CUST-01459,Startup,Healthcare,Basic,Referral,47.81,168.3,20,1,0
CUST-01460,SMB,Real Estate,Basic,Organic Search,45.14,192.46,39,10,1
CUST-01461,Startup,E-commerce,Basic,Direct Sales,51.34,131.82,33,3,0
CUST-01462,SMB,Finance,Basic,Organic Search,45.36,219.52,30,5,0
CUST-01463,Startup,E-commerce,Enterprise,Organic Search,977.56,2960.57,16,2,1
CUST-01464,SMB,Technology,Basic,Organic Search,45.95,133.29,7,0,0
CUST-01465,Enterprise,Education,Basic,Direct Sales,47.39,192.19,30,5,0
CUST-01466,Startup,Education,Basic,Direct Sales,45.66,201.66,2,0,0
CUST-01467,Enterprise,Education,Basic,LinkedIn,58.12,182.23,12,2,0
CUST-01468,SMB,Real Estate,Pro,Paid Ads,195.73,830.0,43,3,0
CUST-01469,Mid-Market,Healthcare,Pro,Referral,205.6,956.29,40,3,1
CUST-01470,Mid-Market,E-commerce,Basic,Referral,57.31,246.46,1,0,0
CUST-01471,SMB,Finance,Basic,Organic Search,54.06,113.67,58,3,0
CUST-01472,SMB,Education,Basic,Direct Sales,53.19,238.4,3,1,0
CUST-01473,Mid-Market,E-commerce,Pro,Direct Sales,221.22,956.43,8,0,0
CUST-01474,SMB,Education,Pro,Organic Search,228.58,916.12,26,1,0
CUST-01475,Startup,Education,Basic,Paid Ads,57.0,243.96,40,1,1
CUST-01476,SMB,Finance,Basic,Referral,53.55,264.44,11,0,1
CUST-01477,Mid-Market,Technology,Pro,LinkedIn,232.23,764.81,21,4,0
CUST-01478,Mid-Market,Technology,Enterprise,Paid Ads,1059.56,2332.8,5,1,0
CUST-01479,Mid-Market,Technology,Enterprise,Direct Sales,982.2,3322.46,40,2,0
CUST-01480,SMB,Real Estate,Basic,Organic Search,57.04,122.03,26,2,1
CUST-01481,Mid-Market,Healthcare,Basic,Referral,52.06,150.08,21,1,0
CUST-01482,Startup,Real Estate,Basic,Organic Search,57.42,215.94,9,1,0
CUST-01483,SMB,E-commerce,Pro,Direct Sales,181.5,531.59,17,2,0
CUST-01484,Startup,Real Estate,Enterprise,Organic Search,1018.24,4130.17,37,3,1
CUST-01485,Startup,E-commerce,Basic,Referral,58.03,259.16,51,3,0
CUST-01486,Startup,E-commerce,Basic,Organic Search,47.77,155.79,51,6,0
CUST-01487,Startup,Healthcare,Basic,Referral,57.94,272.34,2,0,0
CUST-01488,SMB,Finance,Basic,Organic Search,58.12,130.16,51,4,0
CUST-01489,Startup,Healthcare,Basic,Organic Search,57.07,257.98,55,2,0
CUST-01490,SMB,Technology,Pro,Referral,212.75,954.34,47,4,0
CUST-01491,Startup,Technology,Basic,Organic Search,53.61,159.01,40,4,0
CUST-01492,Startup,Real Estate,Basic,Paid Ads,56.88,164.73,28,1,0
CUST-01493,Startup,E-commerce,Pro,LinkedIn,225.42,657.16,56,7,0
CUST-01494,Startup,Education,Basic,Paid Ads,53.36,236.61,27,3,1
CUST-01495,SMB,Education,Basic,LinkedIn,58.54,263.13,40,2,1
CUST-01496,SMB,E-commerce,Basic,Paid Ads,54.18,161.95,1,1,0
CUST-01497,SMB,Healthcare,Enterprise,LinkedIn,1191.45,4501.03,46,8,0
CUST-01498,SMB,Finance,Pro,Organic Search,182.53,441.14,11,4,0
CUST-01499,Startup,Healthcare,Basic,Referral,46.14,157.17,39,2,0
CUST-01500,Mid-Market,E-commerce,Pro,Referral,206.05,1029.5,18,2,0
CUST-01501,SMB,E-commerce,Basic,Direct Sales,49.76,123.23,27,2,0
CUST-01502,SMB,Finance,Pro,LinkedIn,225.83,1093.62,47,7,0
CUST-01503,Startup,Real Estate,Pro,Direct Sales,188.69,843.97,10,1,0
CUST-01504,Startup,Real Estate,Enterprise,Direct Sales,1191.64,5858.87,36,6,0
CUST-01505,Startup,Finance,Basic,LinkedIn,48.73,123.71,21,1,0
CUST-01506,Startup,Real Estate,Enterprise,Referral,1027.65,2713.57,28,1,0
CUST-01507,SMB,Education,Enterprise,LinkedIn,981.44,2012.54,1,0,1
CUST-01508,SMB,Real Estate,Enterprise,Organic Search,1072.74,4477.73,14,2,0
